Layer Thread Init Time,Layer Thread Elapsed Time,Total Layer Eval Time,Weight Thread Init Time,Weight Thread Elapsed Time,Total Weight Eval Time
0.002508599999999639,0.0009087000000000955,0.020771299999999826,0.0010167000000000925,0.0009950999999999155,0.014197299999999746
0.002531000000000283,0.0022614999999999164,0.020986100000000008,0.0010481000000002183,0.0010501999999998901,0.014659700000000164
0.0027406999999999293,0.0020567000000002444,0.018956699999999937,0.0012273999999998786,0.0009828000000000614,0.014001400000000164
0.0030030999999999253,0.0017887999999999238,0.018852500000000383,0.0011233999999999966,0.0012408999999999892,0.013946800000000259
0.0026399999999999757,0.0022742999999998403,0.021719099999999436,0.0011913999999997316,0.0012417000000000122,0.01615380000000055
0.0027610000000000134,0.002106699999999684,0.02010420000000046,0.0013643999999999323,0.0011972000000000094,0.015229699999999902
0.002658199999999944,0.002290499999999973,0.019180600000000325,0.0010273000000000643,0.0016810000000000436,0.014771399999999879
0.0026944000000002077,0.002270199999999889,0.019148699999999685,0.0011677000000003268,0.0016471999999998488,0.015174299999999974
0.0025631000000001514,0.002475500000000075,0.019065399999999677,0.0010954000000000796,0.0018115999999999133,0.014851700000000356
0.0027684000000003373,0.0023881999999999515,0.01938780000000051,0.0015886999999996654,0.0014772999999999037,0.014665400000000162
0.003251500000000185,0.0019534999999999414,0.02004640000000002,0.0019279999999999298,0.001406999999999936,0.014993699999999777
0.002712100000000106,0.0026313999999998394,0.01916209999999996,0.0020435999999999233,0.0014218000000001396,0.015360499999999888
0.003156600000000065,0.0021767999999999788,0.019038199999999783,0.0020302999999999294,0.0015836999999998547,0.015169399999999555
0.0026101000000000596,0.002910700000000155,0.018850599999999496,0.0021726999999995833,0.0016213000000000477,0.015208200000000005
0.0027325000000000266,0.002819600000000033,0.01853140000000053,0.001805099999999893,0.0021847999999997647,0.014661999999999509
0.003382000000000218,0.002626199999999912,0.018754500000000007,0.0025671000000002664,0.0014625000000001442,0.01500199999999996
0.005043300000000084,0.001690199999999642,0.0191732,0.0023583999999998717,0.0017585000000002182,0.015158800000000028
0.0036679999999997825,0.0031984000000000457,0.018906299999999376,0.0024135999999996827,0.0017490000000002226,0.014734599999999709
0.004722000000000115,0.0022868999999996475,0.01926549999999949,0.0032326999999998662,0.001101100000000077,0.01613949999999953
0.00510199999999994,0.0020140999999997966,0.018699900000000547,0.003503300000000209,0.0008830999999998035,0.015294600000000713
0.0048088000000001685,0.0024663999999998687,0.019176900000000607,0.0022870999999997643,0.0022793999999999315,0.015316799999999908
0.00463849999999999,0.0027186000000001265,0.018955300000000008,0.0028887000000001883,0.001769400000000143,0.014882899999999921
0.005204800000000009,0.0022383999999999737,0.06737670000000051,0.0027063000000002724,0.002107800000000104,0.015188499999999827
0.004759799999999981,0.0031212999999996605,0.020784199999999586,0.0024895999999996477,0.002486200000000327,0.015010399999999535
0.004825400000000091,0.0030812999999998425,0.019108999999999376,0.0021852999999998346,0.002880300000000169,0.015273800000000115
0.004776300000000067,0.003207299999999691,0.02016960000000001,0.002965899999999966,0.0020799000000000234,0.01479039999999987
0.005346299999999804,0.0027132999999999186,0.01895340000000001,0.003690999999999889,0.0015160000000000728,0.015315299999999255
