Layer Thread Init Time,Layer Thread Elapsed Time,Total Layer Eval Time,Weight Thread Init Time,Weight Thread Elapsed Time,Total Weight Eval Time
,0.00012339999999966267,0.010180399999999867,,0.00010390000000004562,0.0049250999999999046
,0.0001981999999998152,0.009757000000000016,,5.4599999999904725e-05,0.004869299999999743
,0.0001125000000001819,0.009614099999999848,,5.040000000011702e-05,0.005025999999999975
,0.00010580000000004475,0.00973859999999993,,4.960000000009401e-05,0.004853700000000405
,0.00010040000000000049,0.009770799999999635,,4.9199999999860466e-05,0.004816200000000048
,9.740000000002524e-05,0.011707299999999865,,4.880000000007101e-05,0.006381600000000098
,9.77999999998147e-05,0.011608799999999864,,4.839999999983746e-05,0.005667300000000264
,0.00010380000000020928,0.010773100000000202,,4.850000000011789e-05,0.0056931000000002285
,0.00010270000000023316,0.011026800000000225,,4.779999999993123e-05,0.006005300000000435
,0.00010519999999969443,0.009744400000000208,,4.8599999999954235e-05,0.004846099999999964
,9.679999999967492e-05,0.009813400000000083,,4.759999999981446e-05,0.005175700000000116
,9.559999999986246e-05,0.009784799999999816,,4.840000000028155e-05,0.004826700000000184
,9.529999999990935e-05,0.009666399999999964,,4.8000000000048004e-05,0.00481829999999972
,9.439999999960591e-05,0.009671500000000055,,4.759999999981446e-05,0.004972699999999719
,9.630000000004912e-05,0.009816000000000269,,6.139999999987822e-05,0.0048264000000002305
,9.399999999981645e-05,0.00983439999999991,,4.819999999972069e-05,0.0048117999999997
,9.459999999972268e-05,0.009590399999999999,,4.779999999993123e-05,0.004842599999999919
,9.609999999993235e-05,0.009584600000000165,,4.7499999999978115e-05,0.0049280000000000435
,0.00010860000000034731,0.009834800000000143,,4.729999999986134e-05,0.004852399999999868
,0.00018420000000007875,0.00974060000000021,,4.779999999993123e-05,0.0048466999999998706
,0.00011739999999971218,0.009804699999999666,,4.7200000000025e-05,0.004890599999999967
,9.559999999986246e-05,0.009600299999999784,,4.6999999999908226e-05,0.004867599999999861
,9.3600000000027e-05,0.009575499999999959,,4.709999999974457e-05,0.004814999999999792
,9.470000000000312e-05,0.00960329999999976,,4.6999999999908226e-05,0.004815899999999651
,9.419999999993323e-05,0.009625400000000006,,4.7200000000025e-05,0.00486260000000005
,9.590000000025967e-05,0.009620100000000242,,4.7200000000025e-05,0.0048282999999997855
,9.379999999969968e-05,0.009554300000000016,,4.7499999999978115e-05,0.004785200000000156
,0.00010789999999971656,0.00948059999999984,,4.740000000014177e-05,0.004867599999999861
,9.470000000000312e-05,0.009613600000000222,,4.6999999999908226e-05,0.004800200000000032
,9.3600000000027e-05,0.009687700000000188,,4.710000000018866e-05,0.004846800000000151
,0.00010460000000023228,0.00973460000000026,,4.76999999996508e-05,0.004919999999999813
,0.00010880000000001999,0.009788500000000422,,4.6900000000071884e-05,0.004859699999999911
,9.850000000000136e-05,0.00975349999999997,,4.6900000000071884e-05,0.004828499999999902
,9.56999999996988e-05,0.009737700000000071,,4.7499999999978115e-05,0.004803700000000077
,9.389999999998011e-05,0.009687099999999838,,5.230000000011614e-05,0.004827099999999973
,9.410000000009688e-05,0.009617700000000173,,5.5099999999974614e-05,0.00490030000000008
,9.439999999960591e-05,0.009660699999999967,,4.880000000007101e-05,0.004782800000000087
,0.00010809999999983333,0.00965510000000025,,4.730000000030543e-05,0.00500070000000008
,0.00010349999999981208,0.010313700000000203,,4.789999999976757e-05,0.005283399999999716
,9.529999999990935e-05,0.009577399999999958,,4.6899999999627795e-05,0.004842499999999639
,9.410000000009688e-05,0.009647399999999973,,4.6999999999908226e-05,0.0048544000000001475
,9.470000000000312e-05,0.009698299999999715,,4.740000000014177e-05,0.004888200000000342
,9.319999999979345e-05,0.009758600000000062,,4.710000000018866e-05,0.004972699999999719
,9.430000000021366e-05,0.009908999999999946,,4.709999999974457e-05,0.0049559999999999604
,9.470000000000312e-05,0.009826099999999727,,4.6999999999908226e-05,0.004933999999999994
,9.289999999984033e-05,0.009819000000000244,,4.7000000000352316e-05,0.004882100000000111
,9.370000000030743e-05,0.009644499999999834,,4.779999999993123e-05,0.00489179999999978
,0.00010699999999985721,0.009823499999999985,,4.6999999999908226e-05,0.00500020000000001
,9.399999999981645e-05,0.00985820000000004,,4.729999999986134e-05,0.005058500000000077
,9.380000000014377e-05,0.009997499999999881,,4.729999999986134e-05,0.004880900000000299
,9.389999999998011e-05,0.0097548999999999,,4.7399999999697684e-05,0.005084700000000275
,9.430000000021366e-05,0.009755499999999806,,4.7499999999978115e-05,0.004962200000000028
,9.339999999991022e-05,0.009937499999999932,,4.710000000018866e-05,0.004859100000000005
,9.299999999967667e-05,0.009769700000000103,,4.729999999986134e-05,0.004924499999999998
,9.330000000007388e-05,0.009906999999999666,,4.7499999999978115e-05,0.00500820000000024
,9.470000000000312e-05,0.009782200000000074,,5.860000000001975e-05,0.004931599999999925
,9.280000000000399e-05,0.00979069999999993,,4.8000000000048004e-05,0.004879900000000159
,0.00010479999999990497,0.009760599999999897,,4.780000000037532e-05,0.004904999999999937
,9.559999999986246e-05,0.00979960000000002,,4.770000000009489e-05,0.00485070000000043
,9.289999999984033e-05,0.009741699999999742,,4.7499999999978115e-05,0.005022900000000163
,9.269999999972356e-05,0.009962899999999664,,4.740000000014177e-05,0.004867799999999978
,9.350000000019065e-05,0.00982739999999982,,4.7200000000025e-05,0.0048951999999999884
,9.389999999998011e-05,0.00986330000000013,,4.709999999974457e-05,0.005010599999999865
,9.250000000005087e-05,0.009833699999999723,,4.6999999999908226e-05,0.004948100000000011
,9.499999999995623e-05,0.009881099999999865,,4.6999999999908226e-05,0.004866499999999885
,9.319999999979345e-05,0.00984240000000014,,4.740000000014177e-05,0.004878800000000183
,9.339999999991022e-05,0.00961729999999994,,4.67000000003992e-05,0.005094399999999943
,9.389999999998011e-05,0.00989299999999993,,4.740000000014177e-05,0.004948399999999964
,0.00010600000000016152,0.009893799999999953,,4.669999999995511e-05,0.004850300000000196
,9.349999999974656e-05,0.009843000000000046,,4.669999999995511e-05,0.004912599999999934
,9.330000000007388e-05,0.009980999999999796,,4.7200000000025e-05,0.005006499999999914
,9.330000000007388e-05,0.009899700000000067,,4.680000000023554e-05,0.004944499999999685
,9.419999999993323e-05,0.009911699999999968,,4.659999999967468e-05,0.004822199999999999
,9.449999999988634e-05,0.01227820000000035,,4.7499999999978115e-05,0.0050114999999997245
,9.259999999988722e-05,0.009834999999999816,,4.6999999999908226e-05,0.004996699999999965
,9.440000000005e-05,0.009790799999999766,,4.7200000000025e-05,0.004882700000000018
,0.00010310000000002262,0.009881500000000099,,5.81999999997862e-05,0.00485710000000017
,0.00010429999999983508,0.009811399999999804,,4.730000000030543e-05,0.004912200000000144
,0.00014100000000016877,0.009663799999999778,,4.730000000030543e-05,0.004958499999999866
,0.00011160000000032255,0.0098552999999999,,4.679999999979145e-05,0.0048762999999998335
,9.5200000000073e-05,0.009824899999999914,,4.660000000011877e-05,0.005004400000000242
,9.350000000019065e-05,0.009873199999999915,,4.770000000009489e-05,0.004964600000000097
,9.419999999993323e-05,0.009920300000000104,,4.659999999967468e-05,0.004895300000000269
,9.410000000009688e-05,0.0099073999999999,,4.7200000000025e-05,0.004867400000000188
,9.470000000000312e-05,0.009686400000000095,,4.6500000000282427e-05,0.0048730999999997415
,9.369999999986334e-05,0.009750399999999715,,4.669999999995511e-05,0.004939300000000202
,9.259999999988722e-05,0.009907699999999853,,4.7399999999697684e-05,0.004995199999999755
,9.300000000012076e-05,0.009681099999999887,,4.649999999983834e-05,0.004819300000000304
,0.00010690000000002087,0.009749899999999645,,4.6900000000071884e-05,0.004931599999999925
,9.389999999998011e-05,0.00984229999999986,,4.7499999999978115e-05,0.004903599999999564
,9.3600000000027e-05,0.00983540000000005,,4.679999999979145e-05,0.004880100000000276
,9.250000000005087e-05,0.009701599999999644,,4.6999999999908226e-05,0.004856199999999866
,9.369999999986334e-05,0.009808500000000109,,4.6900000000071884e-05,0.005064899999999817
,9.470000000000312e-05,0.009647100000000464,,4.6900000000071884e-05,0.005435699999999599
,9.40999999996528e-05,0.009853800000000135,,4.6999999999908226e-05,0.004905499999999563
,9.290000000028442e-05,0.009877399999999703,,4.7200000000025e-05,0.0047898999999995695
,9.259999999988722e-05,0.009601700000000157,,5.310000000013915e-05,0.0048352000000004836
,9.269999999972356e-05,0.009769100000000641,,5.329999999981183e-05,0.004907800000000684
,0.00010419999999999874,0.009985900000000214,,4.6999999999908226e-05,0.004906599999999983
,0.00010050000000028092,0.009886299999999792,,4.7600000000258547e-05,0.004938600000000015
,9.299999999967667e-05,0.009837199999999768,,6.590000000006313e-05,0.004949700000000057
,6.02999999999021e-05,0.009697000000000067,,4.999999999988347e-05,0.004901399999999612
,0.000126400000000082,0.009695699999999974,,4.93000000001409e-05,0.004789400000000832
,9.820000000004825e-05,0.009697399999999412,,4.819999999972069e-05,0.004746899999999776
,9.680000000011901e-05,0.009686999999999557,,4.839999999983746e-05,0.004791299999999943
,9.5200000000073e-05,0.009577799999999748,,4.7999999999603915e-05,0.00477609999999995
,9.649999999972181e-05,0.0094947000000003,,6.150000000015865e-05,0.004827699999999879
,9.660000000000224e-05,0.00960979999999978,,4.890000000035144e-05,0.0048130999999997925
,9.550000000002612e-05,0.009720500000000243,,4.7200000000025e-05,0.004854399999999259
,9.619999999976869e-05,0.009611999999999732,,4.740000000014177e-05,0.004785499999999665
,9.5200000000073e-05,,,4.759999999981446e-05,
,9.529999999990935e-05,,,4.7200000000025e-05,
,0.00011129999999992535,,,4.740000000014177e-05,
,9.609999999993235e-05,,,4.710000000018866e-05,
,9.559999999986246e-05,,,4.669999999995511e-05,
,9.529999999990935e-05,,,4.680000000023554e-05,
,9.350000000019065e-05,,,4.680000000023554e-05,
,9.509999999979257e-05,,,4.669999999995511e-05,
,9.510000000023666e-05,,,4.740000000014177e-05,
,9.379999999969968e-05,,,4.659999999967468e-05,
,9.5200000000073e-05,,,4.669999999995511e-05,
,9.570000000014289e-05,,,4.6900000000071884e-05,
,0.00010740000000009076,,,4.6900000000071884e-05,
,9.670000000028267e-05,,,4.709999999974457e-05,
,9.459999999972268e-05,,,4.630000000016565e-05,
,9.490000000011989e-05,,,4.680000000023554e-05,
,9.5200000000073e-05,,,4.740000000014177e-05,
,9.490000000011989e-05,,,5.969999999999587e-05,
,9.619999999976869e-05,,,4.830000000000112e-05,
,9.550000000002612e-05,,,4.6900000000071884e-05,
,9.570000000014289e-05,,,4.6999999999908226e-05,
,9.499999999995623e-05,,,4.680000000023554e-05,
,0.00011830000000001561,,,4.659999999967468e-05,
,0.00011349999999987759,,,4.669999999995511e-05,
,9.449999999988634e-05,,,4.7499999999978115e-05,
,9.389999999998011e-05,,,4.7200000000025e-05,
,9.330000000007388e-05,,,4.759999999981446e-05,
,9.250000000005087e-05,,,4.6999999999908226e-05,
,9.319999999979345e-05,,,4.679999999979145e-05,
,9.330000000007388e-05,,,4.770000000009489e-05,
,9.250000000005087e-05,,,4.660000000011877e-05,
,9.349999999974656e-05,,,4.669999999995511e-05,
,0.00010190000000021016,,,4.7499999999978115e-05,
,0.00010919999999980945,,,4.6899999999627795e-05,
,9.30999999999571e-05,,,4.6999999999908226e-05,
,9.340000000035431e-05,,,4.6500000000282427e-05,
,9.339999999991022e-05,,,4.6900000000071884e-05,
,9.289999999984033e-05,,,5.340000000009226e-05,
,9.259999999988722e-05,,,5.439999999978795e-05,
,9.430000000021366e-05,,,4.779999999993123e-05,
,9.259999999988722e-05,,,4.740000000014177e-05,
,9.459999999972268e-05,,,4.7000000000352316e-05,
,9.410000000009688e-05,,,4.740000000014177e-05,
,0.00010589999999988109,,,4.6299999999721564e-05,
,9.419999999993323e-05,,,4.7399999999697684e-05,
,9.250000000005087e-05,,,4.789999999976757e-05,
,9.269999999972356e-05,,,4.709999999974457e-05,
,9.199999999998099e-05,,,4.6999999999908226e-05,
,9.339999999991022e-05,,,4.759999999981446e-05,
,9.280000000000399e-05,,,4.669999999995511e-05,
,9.220000000009776e-05,,,4.759999999981446e-05,
,9.280000000000399e-05,,,4.6900000000071884e-05,
,9.280000000000399e-05,,,4.660000000011877e-05,
,0.0001053999999998112,,,4.7200000000025e-05,
,9.550000000002612e-05,,,4.6900000000071884e-05,
,9.419999999993323e-05,,,4.67000000003992e-05,
,9.3600000000027e-05,,,4.7200000000025e-05,
,9.430000000021366e-05,,,4.660000000011877e-05,
,9.220000000009776e-05,,,6.679999999992248e-05,
,9.330000000007388e-05,,,4.770000000009489e-05,
,9.259999999988722e-05,,,4.679999999979145e-05,
,9.320000000023754e-05,,,4.7200000000025e-05,
,9.22999999999341e-05,,,4.6999999999908226e-05,
,9.280000000000399e-05,,,4.6999999999908226e-05,
,0.00010690000000002087,,,4.7499999999978115e-05,
,9.419999999993323e-05,,,4.680000000023554e-05,
,9.300000000012076e-05,,,4.7200000000025e-05,
,9.330000000007388e-05,,,4.719999999958091e-05,
,9.470000000000312e-05,,,4.7000000000352316e-05,
,9.269999999972356e-05,,,4.7200000000025e-05,
,9.340000000035431e-05,,,4.6900000000071884e-05,
,9.330000000007388e-05,,,4.680000000023554e-05,
,9.380000000014377e-05,,,4.6999999999908226e-05,
,9.330000000007388e-05,,,4.669999999995511e-05,
,0.00010580000000004475,,,4.729999999986134e-05,
,9.470000000000312e-05,,,4.649999999983834e-05,
,9.339999999991022e-05,,,4.679999999979145e-05,
,9.240000000021453e-05,,,4.6900000000071884e-05,
,9.30999999999571e-05,,,4.6500000000282427e-05,
,9.220000000009776e-05,,,6.0099999999785325e-05,
,9.379999999969968e-05,,,4.779999999993123e-05,
,9.280000000000399e-05,,,4.6900000000071884e-05,
